marketTick;assetId;buyQuote;sellQuote;date;time
1;XMR-USD;184.11594;184.11594;2022-02-08 02:32:00;1644287655
1;LRC-USD;1.1424503;1.1424503;2022-02-08 02:32:00;1644287655
1;MIOTA-USD;1.0002257;1.0002257;2022-02-08 02:32:00;1644287655
1;EOS-USD;2.734447;2.734447;2022-02-08 02:32:00;1644287655
1;FLOW1-USD;8.480893;8.480893;2021-12-17 21:57:08;1644287655
1;ENJ-USD;2.1182833;2.1182833;2022-02-08 02:32:00;1644287655
1;ZEC-USD;127.2745;127.2745;2022-02-08 02:32:00;1644287655
1;CAKE-USD;8.53927;8.53927;2022-02-08 02:32:00;1644287655
1;AAVE-USD;185.21667;185.21667;2022-02-08 02:32:00;1644287655
1;MKR-USD;2273.356;2273.356;2022-02-08 02:32:00;1644287655
1;RUNE-USD;4.993861;4.993861;2022-02-08 02:32:00;1644287655
1;ONE2-USD;0.20785731;0.20785731;2021-12-17 21:56:11;1644287655
1;KDA-USD;8.504268;8.504268;2022-02-08 02:32:00;1644287655
1;BSV-USD;103.33404;103.33404;2022-02-08 02:32:00;1644287655
1;KSM-USD;202.90283;202.90283;2022-02-08 02:32:00;1644287655
1;CHZ-USD;0.23484617;0.23484617;2022-02-08 02:32:00;1644287655
1;NEO-USD;23.916594;23.916594;2022-02-08 02:32:00;1644287655
